"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
7629777,"2016-17","Moderate Drought",4.74225244125158
7629777,"2016-17","Optimal Bed",6.38977098999115
7629777,"2016-17","Heat",2.58086513775479
7629777,"2016-17","Severe Drought",3.94026714306366
7629777,"2016-17","Optimal Flat",4.58999997065406
7629778,"2016-17","Moderate Drought",4.55556404432813
7629778,"2016-17","Optimal Bed",6.54570183557807
7629778,"2016-17","Heat",2.9523725162306
7629778,"2016-17","Severe Drought",3.88471062603548
7629778,"2016-17","Optimal Flat",5.34999999617716
7629780,"2016-17","Moderate Drought",4.49314435355562
7629780,"2016-17","Optimal Bed",6.70333335833276
7629780,"2016-17","Heat",2.8985188973517
7629780,"2016-17","Severe Drought",3.89393192370443
7629780,"2016-17","Optimal Flat",5.18163479117473
7629784,"2016-17","Moderate Drought",4.69615387602899
7629784,"2016-17","Optimal Bed",7.16333334005883
7629784,"2016-17","Heat",2.45248597228898
7629784,"2016-17","Severe Drought",3.77520337064862
7629784,"2016-17","Optimal Flat",5.14525482192074
7629785,"2016-17","Moderate Drought",4.64995878225528
7629785,"2016-17","Optimal Bed",6.62666669155378
7629785,"2016-17","Heat",3.5680919015941
7629785,"2016-17","Severe Drought",4.16068433726278
7629785,"2016-17","Optimal Flat",5.13702910203216
7629788,"2016-17","Moderate Drought",4.04373676431611
7629788,"2016-17","Optimal Bed",6.28333331420289
7629788,"2016-17","Heat",2.28797593546328
7629788,"2016-17","Severe Drought",3.90768751559486
7629788,"2016-17","Optimal Flat",5.57869948983725
7629792,"2016-17","Moderate Drought",4.47406342151806
7629792,"2016-17","Optimal Bed",6.11666662364035
7629792,"2016-17","Heat",2.78119448417796
7629792,"2016-17","Severe Drought",4.18735171260621
7629792,"2016-17","Optimal Flat",6.25463581909229
7629799,"2016-17","Moderate Drought",4.6253034109926
7629799,"2016-17","Optimal Bed",6.55333331837925
7629799,"2016-17","Heat",3.27369926745155
7629799,"2016-17","Severe Drought",4.3864319694182
7629799,"2016-17","Optimal Flat",5.57660206975535
7629801,"2016-17","Moderate Drought",4.34277877646439
7629801,"2016-17","Optimal Bed",6.6499999914548
7629801,"2016-17","Heat",2.33299043319952
7629801,"2016-17","Severe Drought",4.39610578761543
7629801,"2016-17","Optimal Flat",6.03574098455485
7629802,"2016-17","Moderate Drought",4.33841358384602
7629802,"2016-17","Optimal Bed",6.67333331157372
7629802,"2016-17","Heat",3.04319051965606
7629802,"2016-17","Severe Drought",3.96254895011248
7629802,"2016-17","Optimal Flat",5.01189108172593
7629877,"2016-17","Moderate Drought",5.02946873653069
7629877,"2016-17","Optimal Bed",6.22666667249713
7629877,"2016-17","Heat",2.67695508319323
7629877,"2016-17","Severe Drought",4.56339116639178
7629877,"2016-17","Optimal Flat",6.16673371370661
7629893,"2016-17","Moderate Drought",4.61036841927347
7629893,"2016-17","Optimal Bed",7.22666664507883
7629893,"2016-17","Heat",2.51607620617666
7629893,"2016-17","Severe Drought",3.78130494433643
7629893,"2016-17","Optimal Flat",5.03347917690047
7629897,"2016-17","Moderate Drought",4.98796519924097
7629897,"2016-17","Optimal Bed",6.20666664968873
7629897,"2016-17","Heat",2.09237361819454
7629897,"2016-17","Severe Drought",4.84904436319031
7629897,"2016-17","Optimal Flat",6.77594050350388
7629902,"2016-17","Moderate Drought",4.61978341897015
7629902,"2016-17","Optimal Bed",7.00999998853145
7629902,"2016-17","Heat",2.5760589746929
7629902,"2016-17","Severe Drought",4.08927340477567
7629902,"2016-17","Optimal Flat",5.24310732397878
7629904,"2016-17","Moderate Drought",4.75311754098251
7629904,"2016-17","Optimal Bed",7.53666661348417
7629904,"2016-17","Heat",2.7434942464049
7629904,"2016-17","Severe Drought",3.85812815780217
7629904,"2016-17","Optimal Flat",4.34330523325443
7629913,"2016-17","Moderate Drought",5.22338190082833
7629913,"2016-17","Optimal Bed",6.25999997953653
7629913,"2016-17","Heat",3.12570374709687
7629913,"2016-17","Severe Drought",4.7739410281637
7629913,"2016-17","Optimal Flat",6.63265735440701
7629968,"2016-17","Moderate Drought",4.7982527912385
7629968,"2016-17","Optimal Bed",6.72666664624008
7629968,"2016-17","Heat",2.93993306887503
7629968,"2016-17","Severe Drought",4.43202259977751
7629968,"2016-17","Optimal Flat",5.65314822501468
7629982,"2016-17","Moderate Drought",4.91669757538782
7629982,"2016-17","Optimal Bed",7.61778033965868
7629982,"2016-17","Heat",3.18935111331406
7629982,"2016-17","Severe Drought",4.38620750812184
7629982,"2016-17","Optimal Flat",6.53666665969375
7630004,"2016-17","Moderate Drought",4.74915739713279
7630004,"2016-17","Optimal Bed",6.97462834438679
7630004,"2016-17","Heat",2.16647499286284
7630004,"2016-17","Severe Drought",4.18702972285822
7630004,"2016-17","Optimal Flat",5.64000005891734
7630005,"2016-17","Moderate Drought",4.64368620707885
7630005,"2016-17","Optimal Bed",6.69889803600255
7630005,"2016-17","Heat",2.60486776966329
7630005,"2016-17","Severe Drought",4.61069105910775
7630005,"2016-17","Optimal Flat",6.82999998015709
7630014,"2016-17","Moderate Drought",4.19237161993044
7630014,"2016-17","Optimal Bed",5.93361560842498
7630014,"2016-17","Heat",2.39113790484506
7630014,"2016-17","Severe Drought",4.16889250925055
7630014,"2016-17","Optimal Flat",4.52000004699327
7630020,"2016-17","Moderate Drought",4.7851570182789
7630020,"2016-17","Optimal Bed",7.0938685075847
7630020,"2016-17","Heat",3.2344839763493
7630020,"2016-17","Severe Drought",4.42101784160467
7630020,"2016-17","Optimal Flat",6.11000016646263
7630025,"2016-17","Moderate Drought",4.60432148152381
7630025,"2016-17","Optimal Bed",6.85718525021118
7630025,"2016-17","Heat",2.95203903038319
7630025,"2016-17","Severe Drought",4.40332826078466
7630025,"2016-17","Optimal Flat",5.2633334287409
7630037,"2016-17","Moderate Drought",5.0330376794235
7630037,"2016-17","Optimal Bed",7.03917721380412
7630037,"2016-17","Heat",3.1270384613494
7630037,"2016-17","Severe Drought",4.85052727956555
7630037,"2016-17","Optimal Flat",6.17333336634827
7630045,"2016-17","Moderate Drought",4.68751129917356
7630045,"2016-17","Optimal Bed",6.87303802053512
7630045,"2016-17","Heat",2.54787174443725
7630045,"2016-17","Severe Drought",4.34323163011841
7630045,"2016-17","Optimal Flat",5.89333337166426
7630047,"2016-17","Moderate Drought",4.71406956999777
7630047,"2016-17","Optimal Bed",7.28649426968435
7630047,"2016-17","Heat",2.98295570715194
7630047,"2016-17","Severe Drought",4.14619447528102
7630047,"2016-17","Optimal Flat",5.89333329149405
7630056,"2016-17","Moderate Drought",5.01859395042207
7630056,"2016-17","Optimal Bed",6.87820664187356
7630056,"2016-17","Heat",3.39292614304283
7630056,"2016-17","Severe Drought",4.1568446685006
7630056,"2016-17","Optimal Flat",6.11666661546556
7630057,"2016-17","Moderate Drought",5.23498757261091
7630057,"2016-17","Optimal Bed",7.18763467007667
7630057,"2016-17","Heat",3.29059950042703
7630057,"2016-17","Severe Drought",4.45721629279699
7630057,"2016-17","Optimal Flat",5.54666676430152
7630059,"2016-17","Moderate Drought",4.95165423927758
7630059,"2016-17","Optimal Bed",6.93096800341001
7630059,"2016-17","Heat",2.46393283376036
7630059,"2016-17","Severe Drought",4.61721629279699
7630059,"2016-17","Optimal Flat",6.06666676430152
7630060,"2016-17","Moderate Drought",4.48440989386303
7630060,"2016-17","Optimal Bed",6.84429574333744
7630060,"2016-17","Heat",3.01980419897691
7630060,"2016-17","Severe Drought",3.80337154996771
7630060,"2016-17","Optimal Flat",4.91999995495423
7630061,"2016-17","Moderate Drought",4.88069991266374
7630061,"2016-17","Optimal Bed",6.98857072041861
7630061,"2016-17","Heat",3.22136007551972
7630061,"2016-17","Severe Drought",3.97238179467027
7630061,"2016-17","Optimal Flat",4.49666668317414
7630063,"2016-17","Moderate Drought",4.5692434201478
7630063,"2016-17","Optimal Bed",7.01522925114584
7630063,"2016-17","Heat",2.89560943603539
7630063,"2016-17","Severe Drought",4.09698979919427
7630063,"2016-17","Optimal Flat",5.59333328548966
7630064,"2016-17","Moderate Drought",4.75406579403899
7630064,"2016-17","Optimal Bed",7.27891366108469
7630064,"2016-17","Heat",2.89848411797834
7630064,"2016-17","Severe Drought",4.29830001346324
7630064,"2016-17","Optimal Flat",5.27666661546552
7630065,"2016-17","Moderate Drought",4.75861867624691
7630065,"2016-17","Optimal Bed",7.21663984593175
7630065,"2016-17","Heat",3.14696561671424
7630065,"2016-17","Severe Drought",4.15646304852681
7630065,"2016-17","Optimal Flat",6.05999999580322
7630066,"2016-17","Moderate Drought",4.95816228244473
7630066,"2016-17","Optimal Bed",7.2176718225133
7630066,"2016-17","Heat",3.06075788716556
7630066,"2016-17","Severe Drought",4.22455129254367
7630066,"2016-17","Optimal Flat",6.15999998697886
7630069,"2016-17","Moderate Drought",4.82087019453394
7630069,"2016-17","Optimal Bed",6.83998820173693
7630069,"2016-17","Heat",3.14686898688778
7630069,"2016-17","Severe Drought",4.3570889510831
7630069,"2016-17","Optimal Flat",5.45666675689817
7630077,"2016-17","Moderate Drought",4.98414385037204
7630077,"2016-17","Optimal Bed",7.28810548878724
7630077,"2016-17","Heat",3.41444864372234
7630077,"2016-17","Severe Drought",4.37946138111787
7630077,"2016-17","Optimal Flat",5.60333329541108
7630082,"2016-17","Moderate Drought",4.91665110139649
7630082,"2016-17","Optimal Bed",6.46232701886584
7630082,"2016-17","Heat",2.83086730488275
7630082,"2016-17","Severe Drought",4.04149820785584
7630082,"2016-17","Optimal Flat",5.57666665743367
7630084,"2016-17","Moderate Drought",4.89246548975166
7630084,"2016-17","Optimal Bed",7.53210053026857
7630084,"2016-17","Heat",3.07395337609311
7630084,"2016-17","Severe Drought",4.44600197025858
7630084,"2016-17","Optimal Flat",5.63666666023154
7630179,"2016-17","Moderate Drought",5.16295227380887
7630179,"2016-17","Optimal Bed",7.00898977266262
7630179,"2016-17","Heat",3.17232579364594
7630179,"2016-17","Severe Drought",4.6335395219903
7630179,"2016-17","Optimal Flat",6.37999996013026
7630192,"2016-17","Moderate Drought",4.8418705697015
7630192,"2016-17","Optimal Bed",7.45925189653671
7630192,"2016-17","Heat",3.94457795997648
7630192,"2016-17","Severe Drought",4.12049148807208
7630192,"2016-17","Optimal Flat",5.32666665421611
7630249,"2016-17","Moderate Drought",4.20904312263111
7630249,"2016-17","Optimal Bed",6.99280657084214
7630249,"2016-17","Heat",3.19778109933907
7630249,"2016-17","Severe Drought",4.00202512291144
7630249,"2016-17","Optimal Flat",4.05999986682112
7630251,"2016-17","Moderate Drought",4.5093785334915
7630251,"2016-17","Optimal Bed",7.47760177594072
7630251,"2016-17","Heat",2.75225774300381
7630251,"2016-17","Severe Drought",3.75509747624934
7630251,"2016-17","Optimal Flat",4.50999987353599
7630252,"2016-17","Moderate Drought",4.56427071395109
7630252,"2016-17","Optimal Bed",7.68421718831513
7630252,"2016-17","Heat",2.99261482969314
7630252,"2016-17","Severe Drought",4.02368613284323
7630252,"2016-17","Optimal Flat",5.41666659195237
7630307,"2016-17","Moderate Drought",4.61594847502687
7630307,"2016-17","Optimal Bed",7.33745332653222
7630307,"2016-17","Heat",2.88187373844922
7630307,"2016-17","Severe Drought",4.10259805538133
7630307,"2016-17","Optimal Flat",5.46999989703814
7630321,"2016-17","Moderate Drought",4.87000002419842
7630321,"2016-17","Optimal Bed",6.17567276914356
7630321,"2016-17","Heat",2.47039669069527
7630321,"2016-17","Severe Drought",4.02622744189406
7630321,"2016-17","Optimal Flat",5.80333321111994
7630338,"2016-17","Moderate Drought",5.19333328659093
7630338,"2016-17","Optimal Bed",6.57760170639893
7630338,"2016-17","Heat",3.3663794523087
7630338,"2016-17","Severe Drought",3.73964639444894
7630338,"2016-17","Optimal Flat",6.56666627912265
7630339,"2016-17","Moderate Drought",4.88666662757678
7630339,"2016-17","Optimal Bed",6.46025239046623
7630339,"2016-17","Heat",3.3655059043571
7630339,"2016-17","Severe Drought",3.99007442804711
7630339,"2016-17","Optimal Flat",6.28999993310066
7630341,"2016-17","Moderate Drought",4.91000001096171
7630341,"2016-17","Optimal Bed",6.06197548256999
7630341,"2016-17","Heat",3.08806361627633
7630341,"2016-17","Severe Drought",4.39573217189752
7630341,"2016-17","Optimal Flat",6.14666674858594
7630343,"2016-17","Moderate Drought",4.70000003350562
7630343,"2016-17","Optimal Bed",6.56686937531838
7630343,"2016-17","Heat",3.24881477742055
7630343,"2016-17","Severe Drought",3.88044761502171
7630343,"2016-17","Optimal Flat",5.89666669623913
7630348,"2016-17","Moderate Drought",5.31999997580149
7630348,"2016-17","Optimal Bed",6.45601911342912
7630348,"2016-17","Heat",3.36999172723472
7630348,"2016-17","Severe Drought",4.49457887948462
7630348,"2016-17","Optimal Flat",6.56999953991321
7630352,"2016-17","Moderate Drought",5.03000002275073
7630352,"2016-17","Optimal Bed",7.02332917481635
7630352,"2016-17","Heat",3.2335658568414
7630352,"2016-17","Severe Drought",4.01121707626795
7630352,"2016-17","Optimal Flat",5.50999972963439
7630360,"2016-17","Moderate Drought",5.11333334698378
7630360,"2016-17","Optimal Bed",6.80309646257271
7630360,"2016-17","Heat",3.72195850037935
7630360,"2016-17","Severe Drought",3.92459312080244
7630360,"2016-17","Optimal Flat",5.94666687589729
7630399,"2016-17","Moderate Drought",5.11333332774906
7630399,"2016-17","Optimal Bed",6.29828930460386
7630399,"2016-17","Heat",3.57876627755298
7630399,"2016-17","Severe Drought",3.30205609001743
7630399,"2016-17","Optimal Flat",5.02000021787774
7630418,"2016-17","Moderate Drought",5.06333331471911
7630418,"2016-17","Optimal Bed",7.13012152500979
7630418,"2016-17","Heat",3.18030117337794
7630418,"2016-17","Severe Drought",3.70074957313872
7630418,"2016-17","Optimal Flat",5.64666674407479
7630420,"2016-17","Moderate Drought",4.68666659820766
7630420,"2016-17","Optimal Bed",6.10450123458586
7630420,"2016-17","Heat",2.72492150432822
7630420,"2016-17","Severe Drought",3.66692586678069
7630420,"2016-17","Optimal Flat",6.19333340518961
7630425,"2016-17","Moderate Drought",5.02999993030003
7630425,"2016-17","Optimal Bed",7.14924884040001
7630425,"2016-17","Heat",3.70211050443266
7630425,"2016-17","Severe Drought",3.98035170946425
7630425,"2016-17","Optimal Flat",5.53666644954704
7630428,"2016-17","Moderate Drought",4.50999997104453
7630428,"2016-17","Optimal Bed",6.43463052877103
7630428,"2016-17","Heat",3.45378060674992
7630428,"2016-17","Severe Drought",3.58490899746424
7630428,"2016-17","Optimal Flat",4.57999994727081
7630430,"2016-17","Moderate Drought",4.50333330954848
7630430,"2016-17","Optimal Bed",6.91814156024617
7630430,"2016-17","Heat",3.47270897315232
7630430,"2016-17","Severe Drought",3.62835811040217
7630430,"2016-17","Optimal Flat",4.78666696843148
7630431,"2016-17","Moderate Drought",4.81000003102371
7630431,"2016-17","Optimal Bed",7.18389318678246
7630431,"2016-17","Heat",3.05156649798462
7630431,"2016-17","Severe Drought",3.6949814467919
7630431,"2016-17","Optimal Flat",5.3266664384152
7630439,"2016-17","Moderate Drought",4.48666661206491
7630439,"2016-17","Optimal Bed",6.73424891657033
7630439,"2016-17","Heat",3.40739250029171
7630439,"2016-17","Severe Drought",3.64835552610384
7630439,"2016-17","Optimal Flat",4.84666633581775
7630440,"2016-17","Moderate Drought",5.36666671278859
7630440,"2016-17","Optimal Bed",7.24644604809409
7630440,"2016-17","Heat",3.17168591146318
7630440,"2016-17","Severe Drought",4.38436796590303
7630440,"2016-17","Optimal Flat",6.26666634639775
7630447,"2016-17","Moderate Drought",4.39333333105826
7630447,"2016-17","Optimal Bed",5.14387325963127
7630447,"2016-17","Heat",2.45430642116421
7630447,"2016-17","Severe Drought",4.24688246999016
7630447,"2016-17","Optimal Flat",5.82000021970429
7630458,"2016-17","Moderate Drought",4.95000000062048
7630458,"2016-17","Optimal Bed",7.29788642216026
7630458,"2016-17","Heat",3.07001461806726
7630458,"2016-17","Severe Drought",3.80788882504256
7630458,"2016-17","Optimal Flat",5.38333316739175
7630459,"2016-17","Moderate Drought",4.76000003185102
7630459,"2016-17","Optimal Bed",7.03168827214273
7630459,"2016-17","Heat",2.75315906565342
7630459,"2016-17","Severe Drought",3.74964352023739
7630459,"2016-17","Optimal Flat",5.43666640095346
7630467,"2016-17","Moderate Drought",4.68333334036538
7630467,"2016-17","Optimal Bed",7.21168013234052
7630467,"2016-17","Heat",3.50657829329801
7630467,"2016-17","Severe Drought",3.92611808709189
7630467,"2016-17","Optimal Flat",6.80000033291687
7630468,"2016-17","Moderate Drought",4.85000003143738
7630468,"2016-17","Optimal Bed",7.22606965378507
7630468,"2016-17","Heat",3.1561127868805
7630468,"2016-17","Severe Drought",3.91995496036055
7630468,"2016-17","Optimal Flat",4.81333356996254
7630477,"2016-17","Moderate Drought",4.66666670348148
7630477,"2016-17","Optimal Bed",6.46580620111981
7630477,"2016-17","Heat",3.0053427701751
7630477,"2016-17","Severe Drought",4.3688828127793
7630477,"2016-17","Optimal Flat",6.10333341149932
7630517,"2016-17","Moderate Drought",4.92807774743193
7630517,"2016-17","Optimal Bed",6.04666662288646
7630517,"2016-17","Heat",2.58587311772411
7630517,"2016-17","Severe Drought",4.03369902011908
7630517,"2016-17","Optimal Flat",6.57333320351655
7630522,"2016-17","Moderate Drought",5.41342333979178
7630522,"2016-17","Optimal Bed",6.57333320902288
7630522,"2016-17","Heat",2.55543908467294
7630522,"2016-17","Severe Drought",4.6505885885552
7630522,"2016-17","Optimal Flat",7.53666649623022
7630526,"2016-17","Moderate Drought",5.36190968563448
7630526,"2016-17","Optimal Bed",6.00333325799933
7630526,"2016-17","Heat",2.31373640844985
7630526,"2016-17","Severe Drought",4.52734947575499
7630526,"2016-17","Optimal Flat",7.09000001729798
7630530,"2016-17","Moderate Drought",5.25283545376188
7630530,"2016-17","Optimal Bed",6.30666661636327
7630530,"2016-17","Heat",2.59093773899983
7630530,"2016-17","Severe Drought",4.56883275832405
7630530,"2016-17","Optimal Flat",7.43666672435299
7630538,"2016-17","Moderate Drought",4.75636375690699
7630538,"2016-17","Optimal Bed",6.77333331667685
7630538,"2016-17","Heat",2.83021927451256
7630538,"2016-17","Severe Drought",4.24966477889432
7630538,"2016-17","Optimal Flat",6.3800002612282
7630543,"2016-17","Moderate Drought",5.27929586613818
7630543,"2016-17","Optimal Bed",6.59333329275046
7630543,"2016-17","Heat",3.32598570936062
7630543,"2016-17","Severe Drought",4.43558763974917
7630543,"2016-17","Optimal Flat",6.76000025050845
7630550,"2016-17","Moderate Drought",5.1752329726185
7630550,"2016-17","Optimal Bed",6.91000006484631
7630550,"2016-17","Heat",3.0243836357143
7630550,"2016-17","Severe Drought",4.41089119579948
7630550,"2016-17","Optimal Flat",6.8200000104068
7630551,"2016-17","Moderate Drought",4.82856630595183
7630551,"2016-17","Optimal Bed",7.03000006484631
7630551,"2016-17","Heat",2.8943836357143
7630551,"2016-17","Severe Drought",4.20755786246615
7630551,"2016-17","Optimal Flat",6.55666667707346
7630552,"2016-17","Moderate Drought",5.05302638211464
7630552,"2016-17","Optimal Bed",7.12999994988353
7630552,"2016-17","Heat",3.1067363526699
7630552,"2016-17","Severe Drought",4.20059283624542
7630552,"2016-17","Optimal Flat",7.40999999154686
7630553,"2016-17","Moderate Drought",5.28747794701214
7630553,"2016-17","Optimal Bed",6.75333339502123
7630553,"2016-17","Heat",3.10235350426376
7630553,"2016-17","Severe Drought",4.33906217175839
7630553,"2016-17","Optimal Flat",7.71000005392903
7630565,"2016-17","Moderate Drought",4.9431213291049
7630565,"2016-17","Optimal Bed",6.27666664498244
7630565,"2016-17","Heat",2.4455276033226
7630565,"2016-17","Severe Drought",4.35125613616453
7630565,"2016-17","Optimal Flat",6.36333332214045
7630604,"2016-17","Moderate Drought",5.05666668065057
7630604,"2016-17","Optimal Bed",6.23000001434697
7630604,"2016-17","Heat",2.75376764745663
7630604,"2016-17","Severe Drought",4.5998030598263
7630604,"2016-17","Optimal Flat",6.99579591666239
7630628,"2016-17","Moderate Drought",5.149999984777
7630628,"2016-17","Optimal Bed",6.48999994038945
7630628,"2016-17","Heat",2.35678163836997
7630628,"2016-17","Severe Drought",4.63992093404424
7630628,"2016-17","Optimal Flat",5.73931420375797
7630630,"2016-17","Moderate Drought",4.96000000010479
7630630,"2016-17","Optimal Bed",6.12333335775962
7630630,"2016-17","Heat",2.98914884820939
7630630,"2016-17","Severe Drought",4.61131133674187
7630630,"2016-17","Optimal Flat",6.49976008691424
7630631,"2016-17","Moderate Drought",4.71999998444957
7630631,"2016-17","Optimal Bed",7.00333341944845
7630631,"2016-17","Heat",2.46665251623575
7630631,"2016-17","Severe Drought",4.17599297060165
7630631,"2016-17","Optimal Flat",6.21752251207219
7630666,"2016-17","Moderate Drought",4.83999999404086
7630666,"2016-17","Optimal Bed",6.52666659745907
7630666,"2016-17","Heat",2.4891587796225
7630666,"2016-17","Severe Drought",4.54672075278434
7630666,"2016-17","Optimal Flat",6.35047897720638
7630670,"2016-17","Moderate Drought",5.27333332793638
7630670,"2016-17","Optimal Bed",6.41999987448257
7630670,"2016-17","Heat",2.78301819917856
7630670,"2016-17","Severe Drought",4.52244639309374
7630670,"2016-17","Optimal Flat",6.15681857894543
7630671,"2016-17","Moderate Drought",4.95666664246627
7630671,"2016-17","Optimal Bed",6.48999995127121
7630671,"2016-17","Heat",2.6575942593305
7630671,"2016-17","Severe Drought",4.50794719864133
7630671,"2016-17","Optimal Flat",6.76274681694755
7630701,"2016-17","Moderate Drought",4.06999998571292
7630701,"2016-17","Optimal Bed",6.92000007601744
7630701,"2016-17","Heat",2.50029827705205
7630701,"2016-17","Severe Drought",3.99822650612289
7630701,"2016-17","Optimal Flat",5.75427056723624
7630704,"2016-17","Moderate Drought",5.10999999718144
7630704,"2016-17","Optimal Bed",6.57000004455942
7630704,"2016-17","Heat",2.75030116283264
7630704,"2016-17","Severe Drought",4.63850455298874
7630704,"2016-17","Optimal Flat",6.73413201104998
7630716,"2016-17","Moderate Drought",4.91666666384811
7630716,"2016-17","Optimal Bed",6.33000004455942
7630716,"2016-17","Heat",2.85030116283264
7630716,"2016-17","Severe Drought",4.35850455298874
7630716,"2016-17","Optimal Flat",6.35746534438331
7630737,"2016-17","Moderate Drought",4.85999999347868
7630737,"2016-17","Optimal Bed",7.14333331320021
7630737,"2016-17","Heat",2.41548541969857
7630737,"2016-17","Severe Drought",4.4957702193689
7630737,"2016-17","Optimal Flat",7.13007928163219
7630743,"2016-17","Moderate Drought",4.92000002234832
7630743,"2016-17","Optimal Bed",7.12333321822816
7630743,"2016-17","Heat",2.56908289515014
7630743,"2016-17","Severe Drought",4.39030963166677
7630743,"2016-17","Optimal Flat",6.54741853140508
7630749,"2016-17","Moderate Drought",5.01333335492114
7630749,"2016-17","Optimal Bed",7.00333327450685
7630749,"2016-17","Heat",2.99007929698474
7630749,"2016-17","Severe Drought",4.62802224439596
7630749,"2016-17","Optimal Flat",6.79411064711066
7630774,"2016-17","Moderate Drought",5.0233333532346
7630774,"2016-17","Optimal Bed",6.86999990059268
7630774,"2016-17","Heat",2.51396930660088
7630774,"2016-17","Severe Drought",4.49246860387355
7630774,"2016-17","Optimal Flat",7.46223213077694
7630775,"2016-17","Moderate Drought",4.01333332478816
7630775,"2016-17","Optimal Bed",7.2633333544102
7630775,"2016-17","Heat",1.63884815966627
7630775,"2016-17","Severe Drought",3.45242517561315
7630775,"2016-17","Optimal Flat",5.67791364527046
7630784,"2016-17","Moderate Drought",4.41333335413409
7630784,"2016-17","Optimal Bed",6.84000001321236
7630784,"2016-17","Heat",2.94788392645873
7630784,"2016-17","Severe Drought",4.47687029100034
7630784,"2016-17","Optimal Flat",6.94438086231405
7630785,"2016-17","Moderate Drought",4.6366666843192
7630785,"2016-17","Optimal Bed",6.95999984774325
7630785,"2016-17","Heat",2.25569747085991
7630785,"2016-17","Severe Drought",3.95443515285464
7630785,"2016-17","Optimal Flat",6.66095989902365
7630804,"2016-17","Moderate Drought",5.113333301937
7630804,"2016-17","Optimal Bed",6.95000004281399
7630804,"2016-17","Heat",2.28719673178412
7630804,"2016-17","Severe Drought",4.73125972746885
7630804,"2016-17","Optimal Flat",6.56156267225027
7630830,"2016-17","Moderate Drought",5.36666667352529
7630830,"2016-17","Optimal Bed",7.18000003334547
7630830,"2016-17","Heat",3.46741054440359
7630830,"2016-17","Severe Drought",5.1080912255278
7630830,"2016-17","Optimal Flat",7.47824692992055
7630834,"2016-17","Moderate Drought",5.05999999333206
7630834,"2016-17","Optimal Bed",7.48666680814787
7630834,"2016-17","Heat",3.01056098251331
7630834,"2016-17","Severe Drought",4.80911984960686
7630834,"2016-17","Optimal Flat",7.70159670648336
7630835,"2016-17","Moderate Drought",5.27999998425889
7630835,"2016-17","Optimal Bed",7.24666670127048
7630835,"2016-17","Heat",3.39850566102885
7630835,"2016-17","Severe Drought",4.59119527653925
7630835,"2016-17","Optimal Flat",7.75488428025776
7630850,"2016-17","Moderate Drought",5.09476652769044
7630850,"2016-17","Optimal Bed",6.99333367224067
7630850,"2016-17","Heat",2.29826402568784
7630850,"2016-17","Severe Drought",5.00515409597113
7630850,"2016-17","Optimal Flat",6.8166143548792
7630852,"2016-17","Moderate Drought",4.21967341756842
7630852,"2016-17","Optimal Bed",6.75666618558127
7630852,"2016-17","Heat",2.11565156421264
7630852,"2016-17","Severe Drought",3.82497137375403
7630852,"2016-17","Optimal Flat",6.11450746046256
7630870,"2016-17","Moderate Drought",4.48685659220748
7630870,"2016-17","Optimal Bed",7.28999969859722
7630870,"2016-17","Heat",2.05230301564628
7630870,"2016-17","Severe Drought",4.23225992733932
7630870,"2016-17","Optimal Flat",6.63341817549828
7630949,"2016-17","Moderate Drought",5.2667496824623
7630949,"2016-17","Optimal Bed",6.75210036056368
7630949,"2016-17","Heat",2.61365175453666
7630949,"2016-17","Severe Drought",4.46312886030852
7630949,"2016-17","Optimal Flat",6.83302140045704
7630971,"2016-17","Moderate Drought",4.06000004283831
7630971,"2016-17","Optimal Bed",6.64369059139633
7630971,"2016-17","Heat",2.09000001204938
7630971,"2016-17","Severe Drought",3.18925121109742
7630971,"2016-17","Optimal Flat",5.51333320134597
7630977,"2016-17","Moderate Drought",4.52333334783764
7630977,"2016-17","Optimal Bed",6.45334106693048
7630977,"2016-17","Heat",2.29000003603485
7630977,"2016-17","Severe Drought",3.41857726266318
7630977,"2016-17","Optimal Flat",5.94999984233885
7630995,"2016-17","Moderate Drought",5.16666663754561
7630995,"2016-17","Optimal Bed",6.31840746714648
7630995,"2016-17","Heat",2.58159782323957
7630995,"2016-17","Severe Drought",4.56485951168766
7630995,"2016-17","Optimal Flat",7.06000015593808
7630998,"2016-17","Moderate Drought",5.00999996964214
7630998,"2016-17","Optimal Bed",6.18286170873816
7630998,"2016-17","Heat",2.69000006596249
7630998,"2016-17","Severe Drought",3.97652215817046
7630998,"2016-17","Optimal Flat",6.81999996640007
7631006,"2016-17","Moderate Drought",5.12333336710311
7631006,"2016-17","Optimal Bed",6.26000001993162
7631006,"2016-17","Heat",2.26950767333521
7631006,"2016-17","Severe Drought",4.0229265198493
7631006,"2016-17","Optimal Flat",7.19666676538591
7631053,"2016-17","Moderate Drought",4.87666664010066
7631053,"2016-17","Optimal Bed",6.18000013595473
7631053,"2016-17","Heat",2.42974082672475
7631053,"2016-17","Severe Drought",3.74808621588466
7631053,"2016-17","Optimal Flat",4.78666668690524
7631061,"2016-17","Moderate Drought",5.1233333265425
7631061,"2016-17","Optimal Bed",6.38666666159932
7631061,"2016-17","Heat",2.32916486097486
7631061,"2016-17","Severe Drought",4.24754323663102
7631061,"2016-17","Optimal Flat",6.69333334109147
7631063,"2016-17","Moderate Drought",5.31666667195118
7631063,"2016-17","Optimal Bed",6.52666664268965
7631063,"2016-17","Heat",2.18862107841312
